,Date Time,Actual Conductivity (ÂµS/cm),Specific Conductivity (ÂµS/cm),Salinity (psu),Resistivity (â„¦-cm),Density (g/cmÂ³),Total Dissolved Solids (mg/L),pH (pH),pH MV (mV),ORP (mV),DO (mg/L),% Saturation Oâ‚‚ (% sat),Partial Pressure Oâ‚‚ (psi),Temperature (C),External Voltage (V),Pressure (psi),Depth (m),Level: Depth to Water (m),station_id,easting,northing
20629,2023-05-15 18:00:00.000,479.5695190429688,485.1203918457031,0.2620827257633209,2085.203369140625,0.9985289573669434,315.3282701969147,3.902598381042481,176.24139404296875,238.71121215820312,1.0192760229110718,11.063288688659668,0.3204014299246712,19.400928497314453,15.84000015258789,9.1489896774292,6.633524748229981,7.8020069137573245,FEX_004,1383210.914,3875906.773
20630,2023-05-15 19:00:00.000,478.7857666015625,484.3287658691406,0.2616419494152069,2088.61669921875,0.99852854013443,314.8137032985687,3.903639554977417,176.18417358398438,237.82907104492188,1.0300480127334597,11.182354927062988,0.3236980142836917,19.400802612304688,15.84000015258789,9.13783836364746,6.625321760559082,7.809858178710938,FEX_004,1383210.914,3875906.773
20631,2023-05-15 20:00:00.000,477.70745849609375,483.2245788574219,0.2610264718532562,2093.331298828125,0.9985278248786926,314.09600377082825,3.903438091278076,176.19610595703125,236.8968505859375,1.0427857637405396,11.325814247131348,0.3276058435531199,19.402233123779297,15.812999725341797,9.134929656982422,6.623324208068848,7.811905728149415,FEX_004,1383210.914,3875906.773
20632,2023-05-15 21:00:00.000,473.19671630859375,478.6598815917969,0.2584851682186126,2113.285888671875,0.998525857925415,311.1289143562317,3.912828207015991,175.68112182617188,236.2650451660156,1.1267307996749878,12.248984336853027,0.3533064182622265,19.40243530273437,15.831000328063965,9.12701416015625,6.617758268737793,7.817477481079102,FEX_004,1383210.914,3875906.773
20633,2023-05-15 22:00:00.000,462.50299072265625,467.8401184082031,0.2524662911891937,2162.148193359375,0.9985212683677672,304.0960729122162,3.9337799549102783,174.5319366455078,236.61312866210935,1.2829550504684448,13.954381942749023,0.4011294263524909,19.402719497680664,15.821999549865724,9.12137222290039,6.61381548614502,7.821447006225586,FEX_004,1383210.914,3875906.773
20634,2023-05-15 23:00:00.000,449.1682434082031,454.3472900390625,0.2449692189693451,2226.337158203125,0.9985153079032898,295.32572627067566,3.952213287353516,173.5210418701172,238.5562438964844,1.4720488786697388,16.016429901123047,0.4590120289976679,19.403200149536133,15.812999725341797,9.11811637878418,6.611517370605469,7.823734657287598,FEX_004,1383210.914,3875906.773
20635,2023-05-16 00:00:00.000,434.1267395019531,439.12744140625,0.2365247309207916,2303.474853515625,0.9985088109970092,285.4328453540802,3.9785566329956055,172.07623291015625,241.74627685546875,1.625271201133728,17.677669525146484,0.5059061277586905,19.403778076171875,15.821999549865724,9.106114387512209,6.603185902404785,7.832181234741212,FEX_004,1383210.914,3875906.773
20636,2023-05-16 01:00:00.000,412.55511474609375,417.3086853027344,0.224442109465599,2423.91845703125,0.9984995126724244,271.2506651878357,4.009065628051758,170.40252685546875,246.30484008789065,1.8468949794769287,20.0831241607666,0.5737168038491132,19.40361213684082,15.803999900817873,9.10000991821289,6.598918721008301,7.836472833251953,FEX_004,1383210.914,3875906.773
20637,2023-05-16 02:00:00.000,385.934326171875,390.37982177734375,0.2095676809549331,2591.114501953125,0.9984880685806274,253.746896982193,4.055831909179688,167.83714294433594,252.76361083984375,2.125548839569092,23.100873947143555,0.6589696649262631,19.40378761291504,15.803999900817873,9.089197158813477,6.59137615814209,7.844078182983399,FEX_004,1383210.914,3875906.773
20638,2023-05-16 03:00:00.000,364.7989807128906,369.0062561035156,0.1977927833795547,2741.23583984375,0.9984792470932008,239.8540824651718,4.0724263191223145,166.9263916015625,258.48565673828125,2.3847551345825195,25.91364479064941,0.7382560188597841,19.403053283691406,15.803999900817873,9.08461570739746,6.588165888977051,7.84729775390625,FEX_004,1383210.914,3875906.773
